光摩棒	朋鑫國際股份有限公司/	台北市	05  5 2013 12:00AM			05  5 2013 12:00AM	平面媒體	with時尚國際中文版	輔導結案	
亞適全球氧氣機	御群實業有限公司/	台北市	01 17 2013 12:00AM			01  3 2013 12:00AM	平面媒體	維康股份有限公司	未違規結案	
綠能奈米α波枕巾非動力式治療床墊	康是美藥妝店/	台北市	02  6 2013 12:00AM			02 21 2013 12:00AM	平面媒體	康是美型錄（2013/02/06～03/05)	輔導結案	
海昌隱形眼鏡月拋	永勝光學股份有限公司/	台北市	12  1 2012 12:00AM			12 25 2012 12:00AM	平面媒體	當代眼鏡雜誌	未違規結案	
微針電波等儀器	元聖美容事業有限公司/	台北市	02 22 2013 12:00AM		廣告內容宣稱療效	02 22 2013 12:00AM	平面媒體	0	未違規結案	
“永霆”竹炭肢體裝具 (未滅菌)	永霆國際竹炭實業有限公司/	桃園縣	03 12 2013 12:00AM		廣告違規	03 12 2013 12:00AM	平面媒體	永霆國際竹炭實業有限公司	未違規結案	
舒怡安濕巾系列-酒精濕巾	中國衛生材料生產中心股份有限公司/張豐富 	高雄市	01  1 2013 12:00AM		廣告違規	01 10 2013 12:00AM	平面媒體	維康醫療用品型錄	未違規結案	
芙立康疤痕凝膠	泛宇藥業股份有限公司/	高雄市	06 20 2013 12:00AM			06 20 2013 12:00AM	平面媒體	診所廣告海報	輔導結案	
水滋養彩色軟性隱形眼鏡	晶碩光學股份有限公司/	桃園縣	04 29 2013 12:00AM			04 29 2013 12:00AM	平面媒體	晶碩光學股份有限公司	未違規結案	
熱感曲線全功能溫熱揉捏按摩器	台生實業股份有限公司 /張鴻均  	高雄市	06 18 2011 12:00AM		傳播業者刊登或宣播未經核准之藥物廣告	06 18 2011 12:00AM	平面媒體	自由時報	未違規結案	
氧器濃縮機	天慶醫療儀器股份有限公司/	高雄市	09  2 2013 12:00AM			09  2 2013 12:00AM	平面媒體	醫療器材廣告DM	輔導結案	
微酸性殺菌電解水	/	高雄市	09 13 2013 12:00AM		受裁處機構新潔達企業行（代表人：廖明珠 君）不具藥商資格，竟擅自印製「微酸性殺菌電解水」產品廣告單張，內容宣稱「千杯不醉、酒測唯一消酒氣液..」等字句，並指出該「微酸性殺菌電解水」效用「2至10秒可消滅細菌和病毒」、「消滅芽胞桿菌和霉菌需時1分鐘以上」，並刊出食品工業研究所抗菌報告及刊載衛生署第一等級醫療許可證（衛署醫器輸壹字第008878號）等內容，案經民眾向媒體檢舉始查獲。	09 13 2013 12:00AM	平面媒體	產品廣告單張	未違規結案	
久保健電位治療器	久保健健康事業有限公司/				案經民眾102年7月4日向臺中市政府衛生局檢舉於「久保健健康事業豐東店（臺中市豐原區豐東路70號）」取得案內單張，再經臺中市政府衛生局102年7月9日至現場查核，未查獲案內單張，該局繼將民眾檢舉之案內單張移請本府衛生局辦理復經本府衛生局於102年8月8日約談受處分機構負責人陳傅景椿 先生，陳述坦承印製但沒有公開陳列發放，僅是隨附於產品內之產品目錄資訊，核其印製之內容已超出衛生福利部核定之效能（減輕肩膀僵硬、頭痛、慢性便秘）	07  4 2013 12:00AM	其他		未違規結案	
精明耳針低周波治療器	寶鑑興業股份有限公司/				未經核准之藥物廣告	08 28 2013 12:00AM	其他		未違規結案	
精明耳針治療器	寶鑑興業股份有限公司/				未經核准之藥物廣告	08 28 2013 12:00AM	其他		相關案件已處分	
 Mueller 髕骨帶                                      	/				無照藥商	04 15 2013 12:00AM	網路	露天拍賣網站	未違規結案	
日本火紅 磁氣痛痛貼	/陳依伶					01 23 2013 12:00AM	網路	奇摩拍賣	輔導結案	
眼部/面部溫灸棒/美容棒/熱灸棒	/張瓊美					03 14 2013 12:00AM	網路	露天拍賣網站	輔導結案	
GEO隱形眼鏡	吉優光學有限公司/陳玉枝					04 23 2013 12:00AM	網路	公司網頁	未違規結案	
〝紅崴〞遠紅外線足弓矯正器鞋組	紅崴科技集團-俊達生技股份有限公司/楊俊楷	臺南市	07 19 2013 12:00AM			07 19 2013 12:00AM	平面媒體	紅崴科技集團-俊達生技股份有限公司	輔導結案	
〝貝斯美德〞濕熱電毯	/薛羽涵				無照藥商	10 15 2012 12:00AM	網路	露天拍賣網站	未違規結案	
200D加壓設計•健康小腿修飾襪	永林針織有限公司/施麗華				無照藥商	11 14 2012 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【衝評】日本Coloskin液體絆創膏（液體OK蹦）	/張惠如				無照藥商	09 12 2012 12:00AM	網路	露天拍賣網站	未違規結案	
DIACOMNLS-3D-MRA非侵入式健檢儀器	/林爵永				無照藥商	12 25 2012 12:00AM	網路	雅虎奇摩	未違規結案	
寒冬保暖 貝斯美德Besmed定時定溫濕熱電毯	/游燿榮				無照藥商	01  9 2013 12:00AM	網路	露天拍賣網站	未違規結案	
醫療用奈米非動力治療床墊	台北市中山區民權東路3段60巷3弄8號/					02 26 2013 12:00AM	廣播電台	大信電視台-CH44高點綜合台	輔導結案	
元氣毯	/陳冠霖				無照藥商	03  7 2013 12:00AM	廣播電台	中廣台灣台寶島網	未違規結案	
元氣毯	環海生物科技有限公司/				聖麗國際商行（負責人：張明堂）於102年3月8日16:05至17:00於中國廣播股份有限公司臺北地區電台頻道FM 105.9兆赫「心情加油站」節目宣播販售『元氣毯(好神通非動力式治療床墊）（衛署醫器製壹字第003724號)』，產品廣告內容宣播：「我爸爸脖子長骨刺，睡起來會腰痠背痛，睡過一個多月後，現在睡醒後，脖子原本開刀處和背部、腰部都不會腰痠背痛，…這件元氣毯…用多功能小坐墊包起我的手臂，又看顯微鏡，整個血流量立刻變快、變大，增加一半以上 ..讓你睡上去有運動效果，血液循環讓你加快，血液循環流量讓你加大，讓我們體內温度增加1度，讓你不用運動却有運動的效果，所以你血液循環變好，看東西越來越清，很多好朋友有乾眼症，有點眼藥水，睡一星期後，人工淚液就不用點那麼多次了，等於減半了，像很多好朋友本來有睡不著情形，你睡了一個月後，安眠藥可以減粒，…循環不好，睡了會腰痠背痛的人、睡眠不好的人、老人眼睛越來越矇霧的人、血液循環不好的人，快來睡這件，你每天睡這件，不用吃藥、不插電..，衛生署認定第一級醫療器材許可證字號003724有治療效果…很多人手腳尾冷冰冰、血液循環不好、睡眠品質不好，很多人臥病在床有人都會長褥瘡，你睡這個很好，老人身體虛弱、體力不好，都是循環不好，小朋友常被傳染到疾病，血液循環不好，小孩睡這個也很好....推薦給慢性病患的人躺，你長期睡5-6年身體都變好…。」等詞句，上揭詞句未經廣告核准逕自宣播。案係衛生福利部食品藥物管理署查獲經台北市政府衛生局、台中市政府衛生局訪談查核後再移入本府衛生局。經訪談該負責人張明堂君到局說明，於受訪時坦承在卷。核其違規情事實依違反藥事法第66條第1項規定規定，爰依同法第92條規定，依法處罰鍰新台幣10萬元整。	03  8 2013 12:00AM	廣播電台	中國廣播股份有限公司	未違規結案	
日本醫師認證醫卡70絕活按摩機	昭和醫學有限公司/				其刊登或宣播之廣告內容與原核准廣告內容不符	01 21 2013 12:00AM	電視	澎湖有線電視股份有限公司、澎湖有線電視股份有限公司	未違規結案	
全視線矯正鏡片	/				未違規	02 10 2013 12:00AM	電視	麗冠有線電視	未違規結案	
綠能奈米”非動力式治療床墊 (未滅菌)	綠能奈米科技有限公司/					02  4 2013 12:00AM	電視	南國有線電視股份有限公司	輔導結案	
魔動Pi元氣毯	環海生物科技有限公司/					03  1 2013 12:00AM	電視	麗冠有線電視、麗冠有線電視、麗冠有線電視、麗冠有線電視、麗冠有線電視股份有限公司	未違規結案	
日本醫師認證醫卡70絕活按摩機	昭和醫學有限公司/					02 18 2013 12:00AM	電視	南國有線電視股份有限公司	輔導結案	
日本好眼力超級眼罩絕版組	不累本舖股份有限公司/					04 18 2013 12:00AM	電視	澎湖有線電視股份有限公司	輔導結案	
隋棠醫卡新變頻美形機年度回饋	昭和醫學有限公司/				其刊登或宣播之廣告內容與原核准廣告內容不符	04 20 2013 12:00AM	電視	澎湖有線電視股份有限公司、麗冠有線電視、長德有線電視股份有限公司、名城事業股份有限公司、長德有線電視股份有限公司、南國電視股份有限公司、北視	未違規結案	
隋棠醫卡新變頻美形機年度回饋	昭和醫學有限公司/					04 22 2013 12:00AM	電視	澎湖有線電視股份有限公司、澎湖有線電視股份有限公司、澎湖有線電視股份有限公司	相關案件已處分	
快潔適美國原裝消毒噴霧抗菌組	宏睿國際行銷有限公司/					06 28 2013 12:00AM	電視	澎湖有線電視股份有限公司	輔導結案	
綠能奈米非動力式床墊	綠能奈米科技有限公司/梁添壽					12 12 2012 12:00AM	電視	佳聯有限電視股份有限公司、盛竹如	輔導結案	
醫卡70絶活按摩機	昭和醫學有限公司/					01 21 2013 12:00AM	電視	大揚電視有限股份有限公司	輔導結案	
唯家奈米遠紅外線發熱毯被	三禾生物科技有限公司/				受處分機構三禾生物科技有限公司(翁麗惠 君)，101年至102年間分別在各有線電視信吉電視台、臺灣藝術台、天良電視台及廣播電台，宣播「鐵獅牌加味腎氣膀胱丸、眼利晶丸、婦女寶貝套組、高麗人蔘粉、高基能力生化蟲草、皮可復乳膏、天良化痰治嗽散、天良牌益氣加味長春丸、龜鹿二仙膠、天良牌益腎保肝丸、諾得保肝套組、日本康斯丁、天良牌補中益氣散、諾得清毒膠囊、天良牌加味逍遙、滴可明眼用凝膠、絲丹蔻苗可秀+美型泡沫精華、降火肝膽丸、倍力骨、天良諾克治痛感冒液、葡萄王樂美白軟膏、勸奉堂加味還少丸、龍膽瀉肝丸、高基能清血王、高基能保鼻寧、高基能治肝保、生化力蟲草、天良天地嗽、天良活力爸爸久、唯家奈米遠紅外線發熱毯被、化痰清肺膏、舒夢寧、天良倍力骨加強型粉劑、第2代護眼清、苗可秀窈窕組合、滴可明眼用凝膠、高基能眼寶」等藥物廣告（宣播明細詳如後附違規廣告清冊），案經衛生福利部、各縣市衛生局（所）等單位分別查獲，續函轉本府衛生局辦理，復經受處分機構於102年11月27日委託王逸宏君至本府衛生局陳述說明，坦承違規情節屬實紀錄在卷（詳載於訪問紀要），顯已違反藥事法規定。	01 15 2013 12:00AM	電視	寶福有線電視股份有限公司	未違規結案	
綠能奈米非動力式治療床墊	/					02  3 2013 12:00AM	電視	臺中群健有線電視、臺中群健有線電視	輔導結案	
唯家奈米遠紅外線發熱毯被	三禾生物科技有限公司/				受處分機構三禾生物科技有限公司(翁麗惠 君)，101年至102年間分別在各有線電視信吉電視台、臺灣藝術台、天良電視台及廣播電台，宣播「鐵獅牌加味腎氣膀胱丸、眼利晶丸、婦女寶貝套組、高麗人蔘粉、高基能力生化蟲草、皮可復乳膏、天良化痰治嗽散、天良牌益氣加味長春丸、龜鹿二仙膠、天良牌益腎保肝丸、諾得保肝套組、日本康斯丁、天良牌補中益氣散、諾得清毒膠囊、天良牌加味逍遙、滴可明眼用凝膠、絲丹蔻苗可秀+美型泡沫精華、降火肝膽丸、倍力骨、天良諾克治痛感冒液、葡萄王樂美白軟膏、勸奉堂加味還少丸、龍膽瀉肝丸、高基能清血王、高基能保鼻寧、高基能治肝保、生化力蟲草、天良天地嗽、天良活力爸爸久、唯家奈米遠紅外線發熱毯被、化痰清肺膏、舒夢寧、天良倍力骨加強型粉劑、第2代護眼清、苗可秀窈窕組合、滴可明眼用凝膠、高基能眼寶」等藥物廣告（宣播明細詳如後附違規廣告清冊），案經衛生福利部、各縣市衛生局（所）等單位分別查獲，續函轉本府衛生局辦理，復經受處分機構於102年11月27日委託王逸宏君至本府衛生局陳述說明，坦承違規情節屬實紀錄在卷（詳載於訪問紀要），顯已違反藥事法規定。	01 15 2013 12:00AM	電視	寶福有線電視股份有限公司	未違規結案	
魔動PI元氣毯	環海生物科技有限公司/					02 24 2013 12:00AM	電視	大揚電視有限股份有限公司	輔導結案	
奈米非動力式治療床墊	綠能奈米科技有限公司/					02 24 2013 12:00AM	電視	大揚電視有限股份有限公司	輔導結案	
綠能奈米非動力式治療床墊	/					03  2 2013 12:00AM	電視	臺中群健有線電視、臺中群健有線電視	輔導結案	
「隋棠船井強力纖盈機海外熱銷版」	昭和醫學有限公司/				標靶震碎）到旋轉波（快速減少）200%強力消耗。再搭上這支利害的包部，【從電器石（加速熱感）+電極石（加大力道）200%強力消耗，】共計400%強力消耗，360%＊2極速美形，效果是使上強的了。10天無限次數使用，無效全額退費。 4、（醫卡低週波治療器）：曲線運動、	04  5 2014 12:00AM	電視	南國有線電視股份有限公司、、金頻道有線電視事業股份有限公司、金頻道有線電視事業股份有限公司、南國有線電視股份有限公司、南國有線電視股份有限公司、、、、澎湖有線電視股份有限公司	未違規結案	
船井醫卡4D溫熱酸痛按摩機	昭和醫學有限公司/				其刊登或宣播之廣告內容與原核准廣告內容不符	01 16 2014 12:00AM	電視	聯維	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	01 24 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	01 24 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
奈米非動力式治療床墊	綠能奈米科技股份有限公司/					01 19 2014 12:00AM	電視	港都電視台	未違規結案	
非動力式治療床墊	綠能奈米科技有限公司/					01 14 2014 12:00AM	電視	、	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 11 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 12 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 11 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 12 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線酸痛治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 11 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 18 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 19 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 20 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 21 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 24 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 24 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
非動力式治療床墊	紅螞蟻生命科學技術有限公司/					02 19 2014 12:00AM	電視	新台北有線電視股份有限公司	輔導結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 25 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 26 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 27 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	02 26 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 13 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 13 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 17 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 17 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 18 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 18 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 19 2017 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 11 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 11 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 12 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 12 2014 12:00AM	電視	澎湖有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	03 19 2014 12:00AM	電視	高雄市慶聯有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 27 2014 12:00AM	電視	高雄市港都有線電視股份有限公司	未違規結案	
非動力式治療床墊	瑜善企業有限公司/					02 23 2014 12:00AM	電視	聯維有線電視股份有限公司	未違規結案	
神奇能量發熱魔敷帶超值組	威鵬貿易有限公司/				「銀髮族、、、站再久、走再遠，也不易腰痠背痛、生理期不適也很好用、、、」、「、、、有效吸收身體壓迫力，膝蓋關節、脊椎受傷或筋骨發炎一定要用、、」、「、、肩頸不適、腰酸背痛、辦公久坐、媽媽做家事、低頭族、搬重物，甚至老人家上下樓梯，滕蓋使用過度，、、靠勞力吃飯的，每天就是要搬很重的東西，從早搬到晚，閃到腰是常有的事，、、、，還好我老婆買了這個神奇魔敷帶給我使用，脖子、手腕、腰還有腳的膝蓋，通通都照顧到了，我現在搬起東西來，一點都不覺得累，、、、」等詞句，經嘉義市政府衛生局、高雄市前金區衛生所及澎湖縣政府衛生局監錄在案，	02 11 2014 12:00AM	電視	神奇能量發熱魔敷帶超值組	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/黃丁保				非藥商刊登或宣播藥物廣告	02 11 2014 12:00AM	電視		未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  7 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  8 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  9 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 10 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  6 2014 12:00AM	電視	新台北有線電視股份有限公司、金頻道有線電視事業股份有限公司、新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  5 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  7 2014 12:00AM	電視	金頻道有線電視事業股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03  9 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 10 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 11 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 11 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 11 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 11 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
遠紅外線治療儀	天地五行生物科技有限公司/				非藥商刊登或宣播藥物廣告	03 14 2014 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
