Gebrüder Martin GmbH & Co. KG	KLS Martin Platz 1, 78532 Tuttlingen, Germany	QSD8682	Electrosurgical Cutting and Coagulation Device and Accessories	DE	玉安生技有限公司	Y	2018-06-15	
Gebrüder Martin GmbH & Co. KG	KLS Martin Platz 1, 78532 Tuttlingen, Germany	QSD8682	Manual Surgical Instrument for General Use (Sterile)	DE	玉安生技有限公司	Y	2018-06-15	
Roche Molecular Systems, Inc.	1080 US Highway 202 South, Branchburg, NJ 08876, USA	QSD4286	Herpes Simplex Virus Serological Reagents	US	台灣羅氏醫療診斷設備股份有限公司	Y	2017-08-04	
Roche Molecular Systems, Inc.	1080 US Highway 202 South, Branchburg, NJ 08876, USA	QSD4286	Varicella-Zoster Virus Serological Reagents	US	台灣羅氏醫療診斷設備股份有限公司	Y	2017-08-04	
Roche Molecular Systems, Inc.	1080 US Highway 202 South, Branchburg, NJ 08876, USA	QSD4286	Microorganism Differentiation and Identification Device	US	台灣羅氏醫療診斷設備股份有限公司	Y	2017-08-04	
Roche Molecular Systems, Inc.	1080 US Highway 202 South, Branchburg, NJ 08876, USA	QSD4286	C.Difficile Toxin Gene Amplification Assay(Non-Sterile)	US	台灣羅氏醫療診斷設備股份有限公司	Y	2017-08-04	
Roche Molecular Systems, Inc.	1080 US Highway 202 South, Branchburg, NJ 08876, USA	QSD4286	Hepatitis E Virus (HEV)	US	台灣羅氏醫療診斷設備股份有限公司	Y	2017-08-04	
Roche Molecular Systems, Inc.	1080 US Highway 202 South, Branchburg, NJ 08876, USA	QSD4286	In Vitro Human Immunodeficiency Virus (HIV) Drug Resistance Genotype Assay	US	台灣羅氏醫療診斷設備股份有限公司	Y	2017-08-04	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Tracheal/Bronchial Differential Ventilation Tube	DE	赫華股份有限公司	Y	2018-06-23	
Willy Rusch GmbH	Willy-Rusch-Strße 4-10, D-71394 Kernen i.R. Germany	QSD7325	Emergency Airway Needle	DE	赫華股份有限公司	Y	2018-06-23	
Industrie Biomediche Insubri SA	Via Cantonale, 67-CH6805 Mezovico-Vira(CH), Switzerland	QSD8712	Bone Grafting Material	CH	宏煜國際貿易股份有限公司	Y	2018-06-23	
Skanray Technologies Private Ltd.	Plot#360, KIADB Industrial Area, Hebbal, Hootagalli, Mysore-570018, Karnataka, India	QSD8709	Oximeter	IN	台灣柯惠股份有限公司	Y	2018-06-23	
