105	7~8	小葉菜類	芹菜	布瑞莫Bupirimate 0.10 (不符使用規定)、達滅芬Dimethomorph 0.32 (不符使用規定)、氟比來Fluopicolide 0.06 (不符使用規定)、普拔克Propamocarb hydrochloride 2.15 (不符使用規定)	桃園市政府衛生局	三和行/桃園市桃園區中州街59號	
105	7~8	小葉菜類	芹菜	達滅芬Dimethomorph 0.03 (不符使用規定)	桃園市政府衛生局	全愛民青菜大賣場/桃園市桃園區中州街59號(中平黃昏市場)	
105	7~8	小葉菜類	鵝白	芬普尼Fipronil 0.071 (不符使用規定)	新竹縣衛生局	富光國中/新竹縣關西鎮東光里3鄰49號	
105	7~8	小葉菜類	青江菜	佈飛松Profenophos 3.18 (1.0)	臺北市政府衛生局	惠康百貨股份有限公司忠孝分公司/臺北市大安區忠孝東路4段67、69、71、73、75號B1樓	
105	7~8	小葉菜類	芹菜	達滅芬Dimethomorph 0.70 (不符使用規定)、氟比來Fluopicolide  0.26 (不符使用規定)、丙基喜樂松Iprobenfos 0.02 (不符使用規定)	宜蘭縣政府衛生局	家樂福股份有限公司宜蘭分公司/宜蘭縣宜蘭市民權路2段38巷2號B2	
105	7~8	小葉菜類	大蒜	四克利Tetraconazole 0.24 (不符使用規定)	基隆市衛生局	頂好超市八斗子分店/基隆市中正區新豐街460號地層	
105	7~8	小葉菜類	青江菜	第滅寧Deltamethrin 0.56 (0.2)	福建省連江縣衛生局	市攤-陳玉金/連江縣南竿鄉福澳村39號	
105	7~8	小葉菜類	空心菜	百克敏Pyraclostrobin 0.11 (不符使用規定)	澎湖縣政府衛生局	陸軍後勤指揮部副食供應中心/澎湖縣馬公市東衛里129-30號	
105	7~8	小葉菜類	九層塔	陶斯松Chlorpyrifos 0.6 (0.5)、待克利Difenoconazole 0.02 (不符使用規定)、亞賜圃Isoprothiolane 0.14 (不符使用規定)	臺南市政府衛生局	金牌食品加工廠/臺南市永康區自強路756號	
105	7~8	小葉菜類	芹菜	待克利Difenoconazole 0.05 (不符使用規定)、亞賜圃Isoprothiolane 0.02 (不符使用規定)、滅普寧Mepronil 0.03 (不符使用規定)	花蓮縣衛生局	宏佳果菜行/花蓮縣玉里市場果菜類第9號	
105	7~8	小葉菜類	芹菜	達滅芬Dimethomorph 0.05 (不符使用規定)	澎湖縣政府衛生局	青山蔬菜行/澎湖縣馬公市大仁街40號	
105	7~8	小葉菜類	九層塔	亞賜圃Isoprothiolane 0.07 (不符使用規定)	屏東縣政府衛生局	好媳婦超市/屏東市中正路437號	
105	7~8	小葉菜類	芹菜	丙基喜樂松Iprobenfos 0.03 (不符使用規定)	臺東縣衛生局	松揚餐飲公司/台東市大道路1號	
105	7~8	小葉菜類	芹菜	達滅芬Dimethomorph 0.07 (不符使用規定)、氟比來Fluopicolide 0.03 (不符使用規定)、普拔克Propamocarb hydrochloride 0.39 (不符使用規定)	宜蘭縣政府衛生局	慶豐企業社/宜蘭縣宜蘭市宜蘭市凱旋路68號	
105	7~8	小葉菜類	臺灣芹菜	達滅芬Dimethomorph 0.46 (不符使用規定)、凡殺同Famoxadone 0.58 (不符使用規定)、腐絕Thiabendazole 0.16 (不符使用規定)	基隆市衛生局	東逸企業股份有限公司八堵物流中心/基隆市安樂區安和二街15號B棟	
105	7~8	小葉菜類	芹菜	丙基喜樂松Iprobenfos 0.03 (不符使用規定)	基隆市衛生局	惠康百貨股份有限公司八斗子分公司/基隆市中正區新豐街460號底層	
105	7~8	小葉菜類	芹菜	氟比來Fluopicolide 0.14 (不符使用規定)、普拔克Propamocarb hydrochloride 0.66 (不符使用規定)	桃園市政府衛生局	長熹商行(自由聯盟)/	
105	7~8	小葉菜類	芹菜	待克利Difenoconazole 0.12 (不符使用規定)、達滅芬Dimethomorph 0.12 (不符使用規定)	桃園市政府衛生局	惠康百貨股份有限公司萬壽分公司(頂好萬壽店)/ 桃園市龜山區萬壽路二段663.665.667號	
105	7~8	小葉菜類	九層塔	凡殺同Famoxadone 0.21 (不符使用規定)	花蓮縣衛生局	全聯實業股公司/花蓮縣吉安鄉建國路1段119-3號	
105	7~8	小葉菜類	芹菜	達滅芬Dimethomorph 0.13 (不符使用規定)	臺北市政府衛生局	環南市場乙棟328號攤/臺北市萬華區環河南路2段245號	
105	7~8	小葉菜類	芹菜	滅芬諾Methoxyfenozide 0.02 (不符使用規定)	新竹市政府衛生局	新竹市果菜市場1052號攤位/新竹市經國路411號	
105	7~8	小葉菜類	芹菜	丙基喜樂松Iprobenfos 0.04 (不符使用規定)、達滅芬Dimethomorph 0.12 (不符使用規定)、丁基滅必蝨Fenobucarb 0.03 (不符使用規定)、賓克隆Pencycuron 3.7 (2.5)	新北市政府衛生局	芬芳烹材股份有限公司/新北市樹林區武林街9號之6	
105	7~8	小葉菜類	芹菜	達滅芬Dimethomorph 0.13 (不符使用規定)、普拔克Propamocarb hydrochloride 0.08 (不符使用規定)	新北市政府衛生局	無市招攤商/新北市板橋區四維路269巷84號	
105	7~8	包葉菜類	高麗菜	三泰隆Triadimenol 0.03 (不符使用規定)	金門縣衛生局	賢庵國小/金門縣金城鎮庵前18之2號	
105	7~8	果菜類	黃秋葵	氟尼胺Flonicamid 0.03 (不符使用規定)	彰化縣衛生局	主婦生鮮超市/彰化縣埤頭鄉合興村斗苑西路361號	
105	7~8	果菜類	小蕃茄(金圓滿)	菲克利Hexaconazole 0.02 (不符使用規定)	臺北市政府衛生局	臺北市信義區三興國民小學中央廚房(味帝)/臺北市信義區基隆路2段99號	
