105.08.10	香港商信可股份有限公司台灣分公司  (桃園縣大園鄉中山南路472號)	歇業	
105.06.13	景德製藥股份有限公司土城廠  (新北市土城區中央路2段104號)	歇業	
105.05.13	高氧實業有限公司岡山本洲廠 (高雄市岡山區本洲里本工三路20號)	製造許可已逾期，未能展延 	
105.05.11	景岳生物科技股份有限公司  (南部科學工業園區 臺南市善化區南科七路8號)	歇業	
105.05.01	天乾製藥有限公司 (台南市將軍區忠興里忠興132之35號)	多項作業嚴重違反GMP規定，無法確保所生產產品品質安全。	
105.04.08	道濟製藥廠股份有限公司 (屏東縣萬丹鄉社上村社上路99號)	停業(105年5月11日起至106年5月10日)	
105.01.22 	南都化學製藥股份有限公司 (台南市佳里區佳化里佳里興39號)	停業(105年1月5日起至106年1月4日)	
105.01.20 	惠民製藥股份有限公司淡水一廠	停業(105年1月14日起至106年1月13日)	
105.01.05 	居禮化學藥品股份有限公司淡水廠	停業(105年1月27日起至106年1月26日)	
104.12.21	詠大製藥股份有限公司 	停業(105年1月28日起至106年1月27日)	
104.11.19 	健喬信元醫藥生技股份有限公司 	停業(105年1月1日起至105年12月31日) 	
104.11.19	亞東工業氣體股份有限公司竹北廠	歇業	
104.10.22	衛生福利部疾病管理署 	歇業 	
104.09.10	國嘉製藥工業股份有限公司	歇業 	
104.08.28	厚生製藥廠股份有限公司	歇業 	
104.08.26	錦德氣體有限公司	歇業 	
104.08.20	聯邦化學製藥股份有限公司	歇業 	
104.08.14	聯亞生技開發股份有限公司新竹廠	歇業 	
104.07.16	永昌藥品股份有限公司	停業(104年7月7日起至105年7月6日)	
104.06.22	內外化學工業股份有限公司	停業(104年5月22日起至105年5月21日)	
104.05.29 	龍德製藥廠股份有限公司 	歇業 	
103.12.30	國嘉製藥工業股份有限公司	已無西藥之製造、分/包裝、實驗室等GMP作業	
103.12.29	木村藥化企業股份有限公司	已無西藥之製造、分/包裝、實驗室等GMP作業	
103.07.18	明華化學製藥廠股份有限公司	已無西藥之製造、分/包裝、實驗室等GMP作業	
103.06.12	昱昇藥業有限公司	已無西藥之貼標及包裝等GMP作業	
103.04.02	華興化學製藥廠股份有限公司二廠	已無西藥藥品製造、加工事實	
103.04.01	三能化學股份有限公司	已無西藥藥品製造、加工事實	
103.01.15	富生化學製藥股份有限公司	已無西藥藥品製造、加工事實	
102.12.11	優良化學製藥股份有限公司	已無西藥藥品製造、加工事實	
102.12.04	景德製藥股份有限公司土城廠	已無西藥藥品製造、加工事實	
102.12.04	井田製藥工業股份有限公司	已無西藥藥品製造、加工事實	
102.11.29	集康國際股份有限公司林口物流中心	已無西藥產品之包裝、標示及倉儲等GMP作業	
102.11.18	台灣三帆製藥科技股份有限公司	製造許可證到期，未能符合PIC/S GMP，不得展延效期	
102.07.10	百及物流股份有限公司	已無西藥產品之置入仿單及貼標等GMP作業	
102.04.24	瑞士藥廠股份有限公司	已無西藥藥品製造、加工事實	
102.04.15	順生製藥股份有限公司	已無西藥藥品製造、加工事實	
101.07.10	仁興化學製藥股份有限公司	已無西藥藥品製造、加工事實	
101.07.03	生春堂製藥工業股份有限公司	歇業	
101.05.09	厚生製藥廠股份有限公司	已無西藥藥品製造、加工事實	
101.05.09	安主藥化工業股份有限公司	已無西藥藥品製造、加工事實	
100.12.31	台灣大正製藥股份限公司新竹廠	歇業	
100.11.23	永新藥品工業股份限公司	歇業 (101年11月22日起)	
100.11.08	銳擘科技股份有限公司觀音廠	歇業	
100.11.08	德周製藥股份限公司	已無西藥藥品製造、加工事實	
100.11.08	保力達股份限公司	已無西藥藥品製造、加工事實	
100.04.08	金田製藥股份限公司	已無西藥藥品製造、加工事實	
100.03.28	台灣第一三共製藥股份有限公司中壢工廠	歇業	
