0990000359	益富益力壯高氮	NU-LIFE HN	2010-05-20	2015-05-20	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	800.00000公克;69.00000公克;58.00000公克;46.00000公克;23.00000公克;1028.00000公克;1.00000公斤;3.00000公斤	MALTODEXTRIN DE10;CANOLA FAT POWDER;WHEY PROTEIN CONCENTRATE 75;SOY PROTEIN CONCENTRATE;SOY FIBER;MINERAL D VITAMIN PREMIX (DRI-1);MALTODEXTRIN DE10;CALCIUM PHOSPHATE, TRIBASIC;CHOLINE BITARTRATE;MAGNESIUM PHOSPHATE;SODIUM ASCORBATE;DL-ALPHA-TOCOPHERYL ACETATE;NIACINAMIDE;ZINC OXIDE;IRON, REDUCED;D-CALCIUM PANTOTHENATE;SODIUM FLUORIDE;THIAMINE MONONITRATE;RIBOFLAVIN;PYRIDOXINE HCL;FOLIC ACID;VITAMIN A ACETATE;POTASSIUM IODIDE;SODIUM SELENITE;BIOTIN;CHOLECALCIFEROL;CYANOCOBALAMIN;MINERAL PREMIX;MALTODEXTRIN DE10;SODIUM CHLORIDE;CALCIUM CARBONATE;MAGNESIUM CARBONATE;POTASSIUM CHLORIDE;SODIUM BICARBONATE;SILICON DIOXIDE;ZINC SULFATE;FERRO-ORTHO-PHOSPHATE (26.0% FE);MANGANESE SULFATE,MONOHYDRATE;SODIUM FLUORIDE;CUPRIC SULFATE;CHROMIUM CHLORIDE;POTASSIUM IODIDE;SODIUM MOLYBDATE;SODIUM SELENITE;POTASSIUM CHLORIDE;XANTHAN GUM;CHOLINE BITARTRATE;VITAMIN PREMIX;MALTODEXTRIN DE10;SODIUM ASCORBATE;DL-ALPHA-TOCOPHERYL ACETATE;SILICON DIOXIDE;NIACINAMIDE;D-CALCIUM PANTOTHENATE;PHYTONADIONE;CHOLECALCIFEROL;VITAMIN A PALMITATE;BIOTIN;CYANOCOBALAMIN;RIBOFLAVIN;PYRIDOXINE HYDROCHLORIDE;THIAMINE MONONITRATE;FOLIC ACID;BETA-CAROTENE;VANILLA;VITAMIN PREMIX(3266C);MALTODEXTRIN DE10;ASCORBIC ACID;DICALCIUM PHOSPHATE;NIACINAMIDE;DL-ALPHA-TOCOPHERYL ACETATE;D-CALCIUM PANTOTHENATE;CYANOCOBALAMIN;RIBOFLAVIN;PYRIDOXINE HYDROCHLORIDE;THIAMINE MONONITRATE;VITAMIN A ACETATE;FOLIC ACID;CHOLECALCIFEROL	台灣	DHD09900003599	
0930412260	益富益力康高纖Plus	NUTRI-AID HF PLUS	2004-10-07	2019-10-06	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	1000.00000公克;1000.00000公克;3000.00000公克;24.00000公克;48.00000公克;60.00000公克;72.00000公克;750.00000公克	MALTODEXTRIN DE10;CANOLA FAT POWDER;WHEY PROTEIN CONCENTRATE 75;SOY FIBER;INULIN;GUM ARABIC;GUAR GUM;MINERAL PREMIX;AVAILABLE CHO;CALCIUM CARBONATE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM BICARBONATE;MAGNESIUM CARBONATE;MAGNESIUM CARBONATE;MANGANESE SULFATE;FERRO-ORTHO-PHOSPHATE (26.0% FE);CUPRIC SULFATE;ZINC SULFATE;POTASSIUM IODIDE;SODIUM FLUORIDE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENITE;SILICON DIOXIDE;VITAMIN PREMIX;AVAILABLE CHO;SILICON DIOXIDE;VITAMIN A PALMITATE;BETA-CAROTENE;VITAMIN D3;VITAMIN E ACETATE;PHYTONADIONE;SODIUM ASCORBATE;VITAMIN B2 RIBOFLAVINE;PYRIDOXINE HCL;VITAMIN B12;NIACINAMIDE;D-CALCIUM PANTOTHENATE;BIOTIN;FOLIC ACID;THIAMINE MONONITRATE;AVAILABLE CHO;VITAMIN A ACETATE;VITAMIN D3;VITAMIN E ACETATE;SODIUM ASCORBATE;VITAMIN B2 RIBOFLAVINE;PYRIDOXINE HCL;VITAMIN B12;NIACINAMIDE;D-CALCIUM PANTOTHENATE;FOLIC ACID;BIOTIN;THIAMINE MONONITRATE;FLUORIDE;ZINC;IRON SULFATE;IODINE;CALCIUM CITRATE;POTASSIUM PHOSPHATE, MONOBASIC;MAGNESIUM CARBONATE;SODIUM SELENITE;CHOLINE HYDROXIDE;VITAMIN PREMIX(3266C);AVAILABLE CHO;VITAMIN A ACETATE;VITAMIN D3;VITAMIN E ACETATE;SODIUM ASCORBATE;VITAMIN B2 RIBOFLAVINE;PYRIDOXINE HCL;VITAMIN B12;NIACINAMIDE;D-CALCIUM PANTOTHENATE;FOLIC ACID;THIAMINE MONONITRATE;CALCIUM CITRATE;CHOLINE BITARTRATE;VANILLIN	台灣	DHD09304122601	
0930412258	益富新普派	NU-PEP HN	2004-10-07	2019-10-06	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	400.00000公克;1000.00000公克;3000.00000公克;25.00000公克;50.00000公克;63.00000公克;75.00000公克	MALTODEXTRIN DE10;WHEY PROTEIN (NZ917)HYDROLYS;WHEY PROTEIN HYDROLYSATE;MCT FAT POWDER;CANOLA FAT POWDER;MINERAL PREMIX;AVAILABLE CHO;CALCIUM CITRATE;POTASSIUM PHOSPHATE, MONOBASIC;POTASSIUM CHLORIDE;SODIUM CHLORIDE;MAGNESIUM CARBONATE;MANGANESE SULFATE;FERRO-ORTHO-PHOSPHATE (26.0% FE);CUPRIC SULFATE;ZINC SULFATE;POTASSIUM IODIDE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENITE;SILICON DIOXIDE;SUGAR;POTASSIUM PHOSPHATE, MONOBASIC;VITAMIN PREMIX;AVAILABLE CHO;VITAMIN A PALMITATE;VITAMIN D3;VITAMIN E ACETATE;PHYTONADIONE;SODIUM ASCORBATE;VITAMIN B2 RIBOFLAVINE;PYRIDOXINE HCL;VITAMIN B12;NIACINAMIDE;D-CALCIUM PANTOTHENATE;BIOTIN;FOLIC ACID;THIAMINE MONONITRATE;CHOLINE BITARTRATE;CALCIUM PHOSPHATE, DIBASIC , ANHYD;CARNITINE;TAURINE	台灣	DHD09304122587	
0930412259	益富保惠壯	PULMO-AID	2004-10-07	2019-10-06	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	400.00000公克;600.00000公克;1000.00000公克;3000.00000公克;22.00000公克;32.00000公克;43.00000公克;53.00000公克;64.00000公克;74.00000公克		台灣	DHD09304122598	
008261263	益富匯	WHEY-AID	1993-09-16	2016-09-15	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	200.00000公克;6000.00000公克;1000.00000公克;10.00000公克;20.00000公克	WHEY-PROTEINCONC.45%	台灣	DHD09100566461	
1036008632	益富益力康高纖PLUS	NUTRI-AID HF PLUS	2014-10-23	2019-10-23	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓		750.00000公克;1000.00000公克;24.00000公克;48.00000公克;60.00000公克;72.00000公克;1.00000公斤;3.00000公斤		台灣	DHD0A360086320	
1015028382	益富易能充	NU-LOPO	2014-02-05	2018-01-07	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓				台灣	DHD0A150283821	
0940402048	益富匯	WHEY-AID	2005-03-09	2015-03-08	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	200.00000公克;600.00000公克;1000.00000公克;10.00000公克;20.00000公克	WHEY PROTEIN CONCENTRATE 75	台灣	DHD09404020482	
1015041593	益富益葡寧	GLUSEOLUS	2013-05-22	2018-05-22	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑		CANOLA OIL;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;SOY PROTEIN ISOLATE;SOY FIBER;MALTODEXTRIN;SODIUM CHLORIDE;CALCIUM CARBONATE;MAGNESIUM CARBONATE;POTASSIUM CHLORIDE;SODIUM BICARBONATE;SILICONE DIOXIDE;ZINC SULFATE;FERRIC ORTHOPHOSPHATE;MANGANESE SULFATE;SODIUM FLUORIDE;CUPRIC SULFATE;CHROMIUM CHLORIDE;POTASSIUM IODIDE;SODIUM MOLYBDATE;INULIN;GUM ARABIC;SODIUM SELENITE;RESISTANT STARCH;PHASEOLUS VULGARIS EXTRACT(PHASEOLUS VULGARIS EXTRACT,ARABIC GUM);CHOLINE BITARTRATE;GUAR GUM;MALTODEXTRIN;SODIUM ASCORBATE;DL α-TOCOPHERYL ACETATE;NIACINAMIDE;VITAMIN A ACETATE;D-CALCIUM PANTOTHENATE;CHOLECALCIFEROL;BIOTIN;PHYTONADIONE;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );THIAMINE MONONITRATE;RIBOFLAVIN;FOLIC ACID;TAURINE;CYANOCOBALAMIN;L-CARNITINE;INOSITOL;SODIUM ASCORBATE;CHROMIUM PICOLINATE;芥花油粉(葡萄糖漿,芥花油,酪蛋白鈉,磷酸氫二鉀,單酸甘油酯,香料,β-胡蘿蔔素)	台灣	DHD0A150415935	
088071652	益富益力康	NUTRI-AID	1999-11-25	2016-12-07	益富實業股份有限公司	2883-7300	台北市承德路四段281號9樓	粉劑	800.00000公克;23.00000公克;57.00000公克;1.00000公斤;67.00000公克;44.00000公克;3.00000公斤;22.00000公克;56.00000公克	CANOLA FAT POWDER;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;MINERAL PREMIX;MALTODEXTRIN;CALCIUM CITRATE;SODIUM CHLORIDE;MAGNESIUM CARBONATE;POTASSIUM CHLORIDE;MONO POTASSIUM PHOSPHATE;SILICONE DIOXIDE;FERRIC ORTHOPHOSPHATE;ZINC SULFATE;MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;POTASSIUM IODIDE;SODIUM SELENITE;VITAMIN PREMIX;MALTODEXTRIN;SODIUM ASCORBATE;VITAMIN E ACETATE;NIACINAMIDE;VITAMIN A PALMITATE;D-CALCIUM PANTOTHENATE;VITAMIN B12;PHYTONADIONE;VITAMIN D3;PYRIDOXINE HCL;RIBOFLAVIN;THIAMINE MONONITRATE;FOLIC ACID;BIOTINE	台灣	DHD09000620642	
